,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,9291439.08982539,12.147259204,9.073946197999998,14705.351666752002,2465.8382926299996,4.437548083,375521.559887585,20669.880442236,0.520528765,31.51138275,785.805978941,341199.2871463119,745.7784606019999,0.083324304,0.35550186799999994,10372.262933789001,197.36190996800002
Aquaculture,0.0,3082.359823093,0.870877985,0.0,,,14.846531902999999,0.412773932,0.0,0.43531876799999997,3.7586345640000003,0.17527149,1210.03741881,,1.229044403,0.439211035,
Beach and Dune,6.758321075,0.0,80000.59166620001,0.0,,,826.78421194,0.850198767,42.846883191,168.28356962299998,448.93070123100006,720.6746507969999,36.754347687,0.0,1.493094196,145.766856078,0.17491290899999998
Forest Plantation,4141.515242859,12.54899313,2.198439966,1230952.2888249,22.492288854999998,12.274364449,3312.124806017,14688.48543435,0.0,26.50659888,4.843743164,2157.157881109,6.257784607,4.885718354000001,0.0,59.892729685000006,97.068212155
Grassland,5061.9330101000005,,,2901.7492074950005,1494112.880923778,0.0,9157.256962738,5729.3615607110005,0.0,,30.75564652,14621.191295892,94.18074286000001,,,183.920999231,0.0
Mining,0.24379577,0.0,,0.0,0.0,22665.2848429,12.374478203999999,3.937089014,,,8.72791615,6.19011784,2.586938592,7.224858587999999,,11.729041583,
Mosaic of Agriculture and Pasture,962289.3645358941,145.837110811,1340.3892312189998,43738.785665790005,1482.4403788099999,18.337093373999995,14644476.21613,402864.7545997059,40.123638579,1989.689282082,6781.043118817,1859603.864478,34629.439379892,1324.0792447299998,211.281167344,46548.954831516996,6436.416425387
Natural Forest,39731.42096319799,27.634990033,49.18542003300001,118312.44994014502,3465.491844843,172.461765515,521357.60434120684,32774530.92971627,18.900970653,2967.8857903280004,2134.819355919,524345.852969513,13541.249028025999,1422.1077837779999,16.982557695999997,4214.27621409,13126.711849864
Non Observed,0.0,0.0,71.953653477,0.0,0.0,,38.11163504100001,15.431929512,220.67761265,1.046093549,34.621524558,4.991302734,13.39066974,0.0,3.2893400390000003,21.932673651,0.0
Other Non Forest Natural Formation,94.94775077999999,4.791150928,662.97564872,11.888506512,,,3252.97897643,1822.3802861940005,1.963101679,100069.821684455,1631.613196069,12949.3021006,319.37260433100005,4.7788154910000005,29.488953575,68.668685314,1.244977484
Other Non Vegetated Area,467.603761694,34.28995737299999,1009.402252328,166.596825966,5.456585559,2.178526148,8708.97191585,733.6405364940001,81.23757429600002,705.093854294,127054.0670882,9851.630937673,1136.217511121,229.915317143,3.9632997989999996,7247.717624858001,18.237747651
Pasture,399152.135564072,79.39700603400001,644.783943761,48169.33416147,10159.687479917,83.35761996899998,2127516.2700859997,329549.51077578,4.990575964,2074.6383885719997,7585.362069493999,39068349.839617,23261.127392007,548.535581,13.927615373999998,25352.115218310006,6515.804116198001
"River, Lake and Ocean",325.484682442,302.711402376,376.99380063700005,23.488485133999998,3.1586051509999997,8.503485168000001,543.300742791,981.8938125480001,28.895253980000003,54.798949096,593.291911827,127.425033303,1710884.2872,13.790836015,106.680524342,68.66510892599999,85.46039364100001
Rocky outcrop,0.166547046,,0.084392249,51.637092061,,6.801416895,1258.513949083,956.03201797,0.083992859,13.266331191999999,354.19383974,1033.577839466,6.164283649,147525.99059499998,,27.576388888,
Salt flat,0.087929034,0.444782831,5.151347106999999,0.0,,,157.990191804,92.993557303,2.2181757380000002,81.629659312,25.100762048000004,9.937216522999998,123.888082158,,9967.26781505,27.396234102,0.613565339
Urban Infrastructure,0.824041992,2.2593369689999996,125.75722024899999,0.0,0.0,1.002712201,6.9238307080000006,2.0126343380000002,10.010900281,0.168004663,1.647600597,4.053673529,2.4321102419999994,0.08391735800000001,6.715472704000001,1039808.6110252,0.0
Wetland,1197.884678417,,0.0,335.79420166000006,0.0,,13157.800772800001,13074.622155840998,0.0,3.824567877,135.524772531,14432.859398710001,3553.97137895,,0.262238892,5.907710773,377645.6696198
